authors
http://www.owl-ontologies.com/OntologyLab3.owl#author/YoungWoo_Kim
http://www.owl-ontologies.com/OntologyLab3.owl#author/Wolfgang_Pfnnr
http://www.owl-ontologies.com/OntologyLab3.owl#author/Bruno_Siciliano
http://www.owl-ontologies.com/OntologyLab3.owl#author/Dachao_Wang
http://www.owl-ontologies.com/OntologyLab3.owl#author/Sujing_Zhang
http://www.owl-ontologies.com/OntologyLab3.owl#author/Isabella_Larcher
http://www.owl-ontologies.com/OntologyLab3.owl#author/Seungbum_Hong
http://www.owl-ontologies.com/OntologyLab3.owl#author/Shaojun_Bian
http://www.owl-ontologies.com/OntologyLab3.owl#author/David_Emerson
http://www.owl-ontologies.com/OntologyLab3.owl#author/Ariel_Podlubne
http://www.owl-ontologies.com/OntologyLab3.owl#author/JunJun_Pan
http://www.owl-ontologies.com/OntologyLab3.owl#author/Takao_Murakami
http://www.owl-ontologies.com/OntologyLab3.owl#author/Matteo_Vincenzi
http://www.owl-ontologies.com/OntologyLab3.owl#author/Mark_Kroll
http://www.owl-ontologies.com/OntologyLab3.owl#author/Son_Thanh_Le
http://www.owl-ontologies.com/OntologyLab3.owl#author/Gul_Agha
http://www.owl-ontologies.com/OntologyLab3.owl#author/Rajib_Kar
http://www.owl-ontologies.com/OntologyLab3.owl#author/Rocco_Fazzolari
http://www.owl-ontologies.com/OntologyLab3.owl#author/George_Karabatis
http://www.owl-ontologies.com/OntologyLab3.owl#author/Antoni_Ligeza
http://www.owl-ontologies.com/OntologyLab3.owl#author/Jean_Oh
http://www.owl-ontologies.com/OntologyLab3.owl#author/Kang_Hoon_Lee
http://www.owl-ontologies.com/OntologyLab3.owl#author/Hernan_Astudillo
http://www.owl-ontologies.com/OntologyLab3.owl#author/Lei_Bao
http://www.owl-ontologies.com/OntologyLab3.owl#author/Mark_Dausch
http://www.owl-ontologies.com/OntologyLab3.owl#author/Chunmei_Liu
http://www.owl-ontologies.com/OntologyLab3.owl#author/Barbara_Sokolowska
http://www.owl-ontologies.com/OntologyLab3.owl#author/Mingquan_Zhou
http://www.owl-ontologies.com/OntologyLab3.owl#author/Tony_Borries
http://www.owl-ontologies.com/OntologyLab3.owl#author/Jian-Jun_Zhang_0001
http://www.owl-ontologies.com/OntologyLab3.owl#author/Mikhail_Galkin_0001
http://www.owl-ontologies.com/OntologyLab3.owl#author/Alejandro_Salazar
http://www.owl-ontologies.com/OntologyLab3.owl#author/Ian_Horrocks
http://www.owl-ontologies.com/OntologyLab3.owl#author/Vincenzo_Icolari
http://www.owl-ontologies.com/OntologyLab3.owl#author/Suman_Kumar_Saha
http://www.owl-ontologies.com/OntologyLab3.owl#author/Rui_Wang
http://www.owl-ontologies.com/OntologyLab3.owl#author/Cecile_Belleudy
http://www.owl-ontologies.com/OntologyLab3.owl#author/Ashley_Kennedy
http://www.owl-ontologies.com/OntologyLab3.owl#author/Joachim_Schick
http://www.owl-ontologies.com/OntologyLab3.owl#author/Ryusuke_Egawa
http://www.owl-ontologies.com/OntologyLab3.owl#author/Makoto_Takahashi
http://www.owl-ontologies.com/OntologyLab3.owl#author/Tanya_E._Clement
http://www.owl-ontologies.com/OntologyLab3.owl#author/Guirong_Jiang
http://www.owl-ontologies.com/OntologyLab3.owl#author/Steffen_Wolf_0002
http://www.owl-ontologies.com/OntologyLab3.owl#author/Hann_Yuan_Liew
http://www.owl-ontologies.com/OntologyLab3.owl#author/Mike_Ashworth
http://www.owl-ontologies.com/OntologyLab3.owl#author/Hiroyuki_Takizawa
http://www.owl-ontologies.com/OntologyLab3.owl#author/Jean-Marc_Petit
http://www.owl-ontologies.com/OntologyLab3.owl#author/Stephen_A._Jarvis
http://www.owl-ontologies.com/OntologyLab3.owl#author/Alfred_Chen
http://www.owl-ontologies.com/OntologyLab3.owl#author/Mnrcio_Ribeiro_0001
http://www.owl-ontologies.com/OntologyLab3.owl#author/Thomas_Wagner_0003
http://www.owl-ontologies.com/OntologyLab3.owl#author/Peter_M._A._Sloot
http://www.owl-ontologies.com/OntologyLab3.owl#author/Arkadiusz_Wojna
http://www.owl-ontologies.com/OntologyLab3.owl#author/Joaqunn_Snnchez-Soriano
